Category,Number,Term ,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
Molecular Function,GO:0008373,sialyltransferase activity,5,0.334896182,0.033539501,"ST6GAL1, ST8SIA1, ST8SIA5, ST3GAL6, ST3GAL1",1207,19,18178,3.96328435,1,1,0.997734139
Biological Process,GO:0007254,JNK cascade,9,0.602813128,0.033829108,"SMAD3, IRAK1, NOD2, MAP3K13, MAP2K7, FGF12, TNF, TLR3, MAP3K5",1193,59,18585,2.376362112,1,1,0.996396778
Biological Process,GO:0048661,positive regulation of smooth muscle cell proliferation,9,0.602813128,0.033829108,"EDN1, IRAK1, PTAFR, IL18, PTGS2, THBS1, TNF, FGF2, FOXP1",1193,59,18585,2.376362112,1,1,0.996396778
Cellular Component,GO:0008076,voltage-gated potassium channel complex,11,0.736771601,0.033954188,"KCNK6, KCNMB2, KCNC4, AKAP9, KCNMB3, KCNQ3, KCNJ16, KCNN4, SLC5A3, KCNJ2, KCNH1",1242,82,19595,2.116423157,1,0.694459335,0.685885763
Cellular Component,GO:0005764,lysosome,29,1.942397857,0.033961818,"UNC93B1, PON2, TNFAIP3, TCIRG1, CD1D, LIPA, AP3M1, CTSO, CAPN2, HAS2, ACP5, PIP4K2A, ACP3, CD34, CTSC, CD74, INSR, HPS1, RAB27A, MCOLN1, VMA21, TRIP10, HLA-DRA, DNASE2, HPSE, RAB7B, VAMP4, CRYAB, LGMN",1242,307,19595,1.490332919,1,0.694459335,0.685885763
Biological Process,GO:0007010,cytoskeleton organization,17,1.138647019,0.034781131,"CCL24, SVIL, MAST4, GPR35, MAST3, NEDD9, TNFAIP3, MSN, SORBS2, ARHGAP4, KISS1, DPYSL2, CCL2, RHOU, TNIK, SOX9, HLA-DRB1",1193,152,18585,1.742318128,1,1,0.996396778
Cellular Component,GO:0098839,postsynaptic density membrane,12,0.803750837,0.035173071,"DLG1, LRFN4, CLSTN2, SLC16A7, LIN7A, RGS7BP, SHISA9, SORCS2, RGS9, CACNG5, KCNH1, GRIA4",1242,94,19595,2.014081612,1,0.694459335,0.685885763
Cellular Component,GO:0097728,9+0 motile cilium,3,0.200937709,0.035246907,"DNAH5, CFAP45, ENKUR",1242,5,19595,9.466183575,1,0.694459335,0.685885763
Biological Process,GO:0035023,regulation of Rho protein signal transduction,6,0.401875419,0.035321228,"KANK2, STARD13, OPHN1, STARD8, ARHGEF18, MYO9B",1193,29,18585,3.223111831,1,1,0.996396778
Biological Process,GO:0050806,positive regulation of synaptic transmission,5,0.334896182,0.035759936,"KISS1, CLSTN2, NMU, SLC1A3, TNF",1193,20,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0060340,positive regulation of type I interferon-mediated signaling pathway,5,0.334896182,0.035759936,"STING1, IRF7, FADD, IKBKE, TRIM56",1193,20,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0003184,pulmonary valve morphogenesis,5,0.334896182,0.035759936,"NFATC1, SLIT2, SMAD6, NOTCH2NLC, STRA6",1193,20,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0071318,cellular response to ATP,5,0.334896182,0.035759936,"P2RY4, P2RY2, P2RY1, PDXP, PTGS2",1193,20,18585,3.894593462,1,1,0.996396778
Biological Process,GO:2000573,positive regulation of DNA biosynthetic process,5,0.334896182,0.035759936,"RGCC, NFATC1, PAK3, TNF, FGF2",1193,20,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0048514,blood vessel morphogenesis,5,0.334896182,0.035759936,"GJA1, FLT1, CDH2, LOX, COL4A1",1193,20,18585,3.894593462,1,1,0.996396778
Biological Process,GO:0001787,natural killer cell proliferation,3,0.200937709,0.036088154,"IL15, ELF4, EMP2",1193,5,18585,9.347024308,1,1,0.996396778
Biological Process,GO:0071284,cellular response to lead ion,3,0.200937709,0.036088154,"UCP2, PTGS2, CLDN1",1193,5,18585,9.347024308,1,1,0.996396778
Biological Process,GO:1902603,carnitine transmembrane transport,3,0.200937709,0.036088154,"SLC22A4, SLC16A9, SLC25A20",1193,5,18585,9.347024308,1,1,0.996396778
Biological Process,GO:0043576,regulation of respiratory gaseous exchange,3,0.200937709,0.036088154,"NR4A2, PASK, SLC5A3",1193,5,18585,9.347024308,1,1,0.996396778
Biological Process,GO:0032962,positive regulation of inositol trisphosphate biosynthetic process,3,0.200937709,0.036088154,"HRH1, P2RY6, P2RY1",1193,5,18585,9.347024308,1,1,0.996396778
Biological Process,GO:0010750,positive regulation of nitric oxide mediated signal transduction,3,0.200937709,0.036088154,"GUCY1A2, NOS1AP, EGFR",1193,5,18585,9.347024308,1,1,0.996396778
Biological Process,GO:0002376,immune system process,9,0.602813128,0.03692592,"DCAF15, SLFN11, RNF213, IRF1, IRF7, IRAG2, PRKCQ, KCNN4, IDO1",1193,60,18585,2.336756077,1,1,0.996396778
Biological Process,GO:0032715,negative regulation of interleukin-6 production,10,0.669792364,0.037088299,"ORM1, ELF4, ZC3H12A, TNFAIP3, FOXJ1, AQP4, TNF, CD200, KLF2, HAVCR2",1193,71,18585,2.194137162,1,1,0.996396778
Biological Process,GO:0048711,positive regulation of astrocyte differentiation,4,0.267916946,0.037427952,"MAG, SERPINE2, LIF, IL6ST",1193,12,18585,5.192791282,1,1,0.996396778
Biological Process,GO:1990845,adaptive thermogenesis,4,0.267916946,0.037427952,"UCP3, UCP2, SLC25A5, LIPA",1193,12,18585,5.192791282,1,1,0.996396778
Biological Process,GO:2001028,positive regulation of endothelial cell chemotaxis,4,0.267916946,0.037427952,"SEMA5A, HSPB1, FGF2, LGMN",1193,12,18585,5.192791282,1,1,0.996396778
Cellular Component,GO:0034451,centriolar satellite,15,1.004688547,0.037959424,"MPP1, CENPU, IL4R, C2CD3, CCDC14, MYOF, RAD23A, AK5, WDR62, PDZD2, FRMD8, CNTRL, PRKCQ, FNIP2, CEP55",1242,131,19595,1.806523583,1,0.717967233,0.70910344
Cellular Component,GO:0097729,9+2 motile cilium,6,0.401875419,0.03840977,"RSPH4A, DNAH5, DNHD1, CFAP43, CFAP45, ENKUR",1242,30,19595,3.155394525,1,0.717967233,0.70910344
Molecular Function,GO:0017077,oxidative phosphorylation uncoupler activity,3,0.200937709,0.038438526,"UCP3, UCP2, SLC25A5",1207,5,18178,9.036288318,1,1,0.997734139
Molecular Function,GO:0005225,volume-sensitive anion channel activity,3,0.200937709,0.038438526,"LRRC8C, LRRC8B, LRRC8E",1207,5,18178,9.036288318,1,1,0.997734139
Biological Process,GO:1990830,cellular response to leukemia inhibitory factor,13,0.870730074,0.038848575,"TLE4, HELLS, NRP2, PMM1, FZD4, ARID5B, PAX6, KLF4, SBNO2, MRAS, SPOCK2, B3GNT2, SLC25A5",1193,106,18585,1.910555283,1,1,0.996396778
Biological Process,GO:0046777,protein autophosphorylation,19,1.272605492,0.038973889,"ALK, MAP3K3, FLT1, RIPK3, DAPK1, INSR, PASK, EGFR, IRAK1, CAMK4, MAK, MYO3A, PIM1, KDR, SIK1, TNIK, SIK2, MAP3K13, PAK2",1193,179,18585,1.653570408,1,1,0.996396778
Biological Process,GO:0071456,cellular response to hypoxia,15,1.004688547,0.039252755,"EDN1, EGLN2, PTEN, GATA6, LOC102724560, PTGS2, MIR106B, AQP1, BRIP1, RGCC, IRAK1, PMAIP1, ADAM8, CARD16, NDP",1193,130,18585,1.797504675,1,1,0.996396778
Molecular Function,GO:1990381,ubiquitin-specific protease binding,5,0.334896182,0.039788724,"RHBDD2, DERL3, PTEN, LCOR, RAD23A",1207,20,18178,3.765120133,1,1,0.997734139
Molecular Function,GO:0017116,single-stranded DNA-dependent ATP-dependent DNA helicase activity,5,0.334896182,0.039788724,"RFC4, MCM7, RFC2, MCM4, MCM2",1207,20,18178,3.765120133,1,1,0.997734139
Biological Process,GO:0045840,positive regulation of mitotic nuclear division,6,0.401875419,0.040225525,"IL1A, EDN1, RGCC, DMRT1, INSR, TNF",1193,30,18585,3.115674769,1,1,0.996396778
Biological Process,GO:0050870,positive regulation of T cell activation,6,0.401875419,0.040225525,"HLA-DRA, CCL2, PRKCQ, HLA-DRB1, HLA-DQA1, HLA-DPA1",1193,30,18585,3.115674769,1,1,0.996396778
Biological Process,GO:0051930,regulation of sensory perception of pain,6,0.401875419,0.040225525,"IL1A, EDN1, EDNRB, ADORA1, ACP3, MGLL",1193,30,18585,3.115674769,1,1,0.996396778
Cellular Component,GO:0016323,basolateral plasma membrane,25,1.674480911,0.040231461,"SLC43A3, AQP9, NEDD9, AQP4, LIN7A, CD1D, NOD2, CLDN1, SLC5A3, EGFR, AQP1, P2RY6, P2RY4, CDH2, P2RY1, ADORA1, SLC16A7, ABCC3, ANXA1, CAV1, KCNJ16, MSN, DLG1, MUC20, CD44",1242,259,19595,1.522873805,1,0.733218377,0.724166298
Biological Process,GO:0045595,regulation of cell differentiation,7,0.468854655,0.04067028,"CEBPD, SPOCK2, LIF, SIK1, KLF4, ZFPM2, BIRC2",1193,40,18585,2.726215423,1,1,0.996396778
Molecular Function,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",4,0.267916946,0.040802211,"VNN1, VNN2, NTAQ1, SP8",1207,12,18178,5.020160177,1,1,0.997734139
Biological Process,GO:0042116,macrophage activation,5,0.334896182,0.0420014,"TLR1, EDN2, ADGRF5, TMEM106A, FOXP1",1193,21,18585,3.70913663,1,1,0.996396778
Biological Process,GO:0043032,positive regulation of macrophage activation,5,0.334896182,0.0420014,"IL4R, JUND, TLR6, THBS1, HAVCR2",1193,21,18585,3.70913663,1,1,0.996396778
Biological Process,GO:0002755,MyD88-dependent toll-like receptor signaling pathway,5,0.334896182,0.0420014,"TLR1, IRAK1, IRAK2, TLR6, TLR5",1193,21,18585,3.70913663,1,1,0.996396778
Cellular Component,GO:0005930,axoneme,14,0.93770931,0.042816988,"DNAI4, RSPH4A, DNAH5, DYNLT4, DYNLT2B, DNAJB13, GLI2, RP1, MAK, CCDC96, CFAP54, CFAP43, CFAP45, CCDC40",1242,121,19595,1.825434849,1,0.761306927,0.751908076
Biological Process,GO:0097190,apoptotic signaling pathway,10,0.669792364,0.043219241,"RIPK3, DAPK1, NANOS3, CAV1, ADORA1, TNFRSF25, FADD, TICAM1, UACA, MAP3K5",1193,73,18585,2.134023815,1,1,0.996396778
Biological Process,GO:0007189,adenylate cyclase-activating G-protein coupled receptor signaling pathway,15,1.004688547,0.04376966,"GPR78, PTGER2, ADCY3, LPAR3, GNA13, ADGRF2, ADGRF1, TMEM116, ADGRG5, ADGRF4, ADGRF5, ADGRL1, S1PR3, RAMP1, ADGRL2",1193,132,18585,1.770269755,1,1,0.996396778
Biological Process,GO:0007588,excretion,6,0.401875419,0.045522324,"KCNK5, KIRREL1, AQP9, TACR2, NEDD4L, CLDN16",1193,31,18585,3.015169132,1,1,0.996396778
Cellular Component,GO:0042383,sarcolemma,13,0.870730074,0.045620492,"POPDC2, SYNM, ANXA1, CAV2, CAV1, AHNAK2, AQP4, AQP1, DLG1, CDH2, NOS1AP, SSPN, SLC27A6",1242,110,19595,1.86455131,1,0.79184139,0.782065571
Biological Process,GO:0046330,positive regulation of JNK cascade,12,0.803750837,0.046134527,"IL1A, SH3RF2, GADD45A, FZD7, CCN2, TNIK, NOD2, MAP2K7, TNF, EDA2R, TLR3, MAP3K5",1193,97,18585,1.927221507,1,1,0.996396778
Biological Process,GO:0032956,regulation of actin cytoskeleton organization,12,0.803750837,0.046134527,"IL1A, BAIAP2L1, FAM107A, NEDD9, GRHL3, FZD10, RHOF, PAK3, OR2A4, ARHGEF5, GPM6B, RAPGEF3",1193,97,18585,1.927221507,1,1,0.996396778
Biological Process,GO:0002357,defense response to tumor cell,4,0.267916946,0.04639418,"DAPK1, KLF4, RELA, RBMS3",1193,13,18585,4.793345799,1,1,0.996396778
Biological Process,GO:1901799,negative regulation of proteasomal protein catabolic process,4,0.267916946,0.04639418,"F8A1, F8A2, OPHN1, F8A3",1193,13,18585,4.793345799,1,1,0.996396778
Biological Process,GO:0032495,response to muramyl dipeptide,4,0.267916946,0.04639418,"TNFAIP3, NOD2, RELA, INAVA",1193,13,18585,4.793345799,1,1,0.996396778
Biological Process,GO:0002503,peptide antigen assembly with MHC class II protein complex,4,0.267916946,0.04639418,"HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1193,13,18585,4.793345799,1,1,0.996396778
Biological Process,GO:0043117,positive regulation of vascular permeability,4,0.267916946,0.04639418,"TACR2, TACR1, FGFBP3, BMP6",1193,13,18585,4.793345799,1,1,0.996396778
Molecular Function,GO:0019901,protein kinase binding,45,3.01406564,0.046409493,"PIWIL1, GATA6, PTEN, HSPB1, PTN, KIF11, NOD2, RELA, SOCS1, IRAK1, CDH2, DPYSL2, CAMK2N2, SFN, MAP2K7, PAK2, FAM83B, IL12RB2, MAP3K5, CDKN2D, IFNAR2, CDKN2B, SLC12A4, SMAD3, CAV2, CAV1, MSN, PAX6, EMP2, RHOF, TICAM1, TUBA4A, ACTA2, CYLD, MAG, DLG1, RGCC, STING1, CCNE2, ACTBL2, MTCP1, SIK1, RHOU, MAP3K13, TP73",1207,511,18178,1.326265409,1,1,0.997734139
Molecular Function,GO:0042803,protein homodimerization activity,62,4.152712659,0.046428991,"AMHR2, FMR1, PLEK, HSPB1, HHEX, PIP4K2A, ACP3, IKBKG, LRRFIP1, MAP3K5, GBP5, ST6GAL1, CHUK, ZBTB38, ROM1, ANO1, ALDH1A3, MAG, HAND2, S100A6, PECAM1, S100A5, CRYAB, SLC25A14, JDP2, MGLL, ATF3, PRTFDC1, MTMR1, PON1, PDXP, PTGS2, THBS1, RELA, TYMP, MTHFD1L, IRAK1, NPC1L1, IRAK2, UCP2, SLIT2, NDP, CRYM, GBP2, SRGAP2, MEF2D, S100A11, GBP4, GBP3, GSTM1, SMAD3, FZD4, CAV2, GADD45A, LOC102724560, TBX18, EXT1, STING1, SYT10, KYAT3, MAP3K13, RBM44",1207,740,18178,1.261824044,1,1,0.997734139
Molecular Function,GO:0004674,protein serine/threonine kinase activity,36,2.411252512,0.046459005,"CIITA, AMHR2, MAST4, PKN3, MAST3, PPM1D, RPS6KA4, NUAK2, IRAK1, IRAK2, PIM1, STK38L, PAK3, MAP2K7, TRPM6, PAK2, IKBKE, MAP3K5, PLK3, MAP3K3, RIPK3, CHUK, DAPK1, PLK2, HUNK, PASK, MAK, CAMK4, MYO3A, SIK1, PRKCQ, TNIK, SIK2, MAP3K13, ALPK1, SGK1",1207,393,18178,1.379586003,1,1,0.997734139
Biological Process,GO:0045893,"positive regulation of transcription, DNA-templated",59,3.95177495,0.047214083,"FANK1, CIITA, FGF2, TNF, GLI2, HHEX, ING3, LBH, PIM1, SOX9, TP63, MAP3K5, RIPK3, CHUK, LMO3, ARID5B, EBF3, ETV1, PAX6, RAP2C, MYCN, PAX8, ELF4, MAK, IRF1, IRF7, BIRC2, TRIM56, NFIX, GATA6, MLLT1, EGFR, RELA, NPAS2, PDLIM1, NPAT, TNNI2, HIVEP3, NDP, MAP2K7, FZD1, CD74, SMAD3, FZD4, FZD7, INSR, ATAD2, NR1H3, NFATC1, KLF4, TBX18, ESR2, KLF2, LHX2, NFIC, CAMK4, OGT, HLA-DRB1, TP73",1193,725,18585,1.26775732,1,1,0.996396778
Biological Process,GO:0001570,vasculogenesis,9,0.602813128,0.047339724,"FZD4, HEG1, CAV1, KDR, HAS2, ZFPM2, JUNB, EPHA2, AMOT",1193,63,18585,2.225481978,1,1,0.996396778
Cellular Component,GO:0045202,synapse,45,3.01406564,0.047511271,"RGS17, CHRNA5, FMR1, KCNC4, PTEN, FAM107A, SLC1A3, LPAR3, FBXO45, SLC1A4, LIN7A, LYPD6, HAPLN2, CACNA1G, RPS6KA4, EFNB1, HRH1, MAP1LC3A, SRPX2, CAMK2N2, CHN2, DPYSL3, ADORA1, MBP, EMB, GPC4, GABRE, SLC12A4, AKR1A1, SORBS2, SHISA9, DNM3, EXT1, ACTBL2, SYT10, HNRNPF, KCNQ3, ADGRL1, PDE7B, UBA52, FGF12, DGKI, RAPSN, EZH2, SNTB2",1242,536,19595,1.324559269,1,0.795689924,0.785866592
Biological Process,GO:0060307,regulation of ventricular cardiac muscle cell membrane repolarization,5,0.334896182,0.048817115,"GJA1, WDR1, CACNA2D1, NOS1AP, AKAP9",1193,22,18585,3.540539511,1,1,0.996396778
Biological Process,GO:0001659,temperature homeostasis,5,0.334896182,0.048817115,"EDN2, NMU, ADORA1, NAPEPLD, NOD2",1193,22,18585,3.540539511,1,1,0.996396778
Biological Process,GO:0038083,peptidyl-tyrosine autophosphorylation,5,0.334896182,0.048817115,"ALK, INSR, KDR, ROS1, EGFR",1193,22,18585,3.540539511,1,1,0.996396778
Biological Process,GO:0006268,DNA unwinding involved in DNA replication,5,0.334896182,0.048817115,"GINS2, MCM7, MCM4, MCM6, MCM2",1193,22,18585,3.540539511,1,1,0.996396778
Biological Process,GO:0031641,regulation of myelination,5,0.334896182,0.048817115,"DLG1, NSUN5, PTN, TNFRSF1B, TYMP",1193,22,18585,3.540539511,1,1,0.996396778
Biological Process,GO:0071711,basement membrane organization,5,0.334896182,0.048817115,"EXT1, COL4A1, CAV2, CAV1, PXDN",1193,22,18585,3.540539511,1,1,0.996396778
Biological Process,GO:0031663,lipopolysaccharide-mediated signaling pathway,7,0.468854655,0.049945137,"IRAK1, IRAK2, PTAFR, IL18, CCL2, TICAM1, TNF",1193,42,18585,2.596395641,1,1,0.996396778
Cellular Component,GO:0045177,apical part of cell,10,0.669792364,0.050250006,"CDH2, CA2, ADGRF5, IFIT5, ARHGEF18, MSN, EMP2, ACP3, AQP1, LGMN",1242,76,19595,2.075917451,1,0.795689924,0.785866592
Cellular Component,GO:0034702,ion channel complex,3,0.200937709,0.050678305,"LRRC8C, LRRC8B, LRRC8E",1242,6,19595,7.888486312,1,0.795689924,0.785866592
Cellular Component,GO:0072557,IPAF inflammasome complex,3,0.200937709,0.050678305,"CASP4, CASP1, CARD16",1242,6,19595,7.888486312,1,0.795689924,0.785866592
Biological Process,GO:0021915,neural tube development,6,0.401875419,0.051214766,"STIL, SEMA3C, C2CD3, PLXNA2, ZNF358, EPHA2",1193,32,18585,2.920945096,1,1,0.996396778
Biological Process,GO:1900745,positive regulation of p38MAPK cascade,6,0.401875419,0.051214766,"MAP3K3, GADD45A, HAND2, ZC3H12A, RELL1, MAP3K5",1193,32,18585,2.920945096,1,1,0.996396778
Biological Process,GO:1900017,positive regulation of cytokine production involved in inflammatory response,6,0.401875419,0.051214766,"GBP5, TLR6, NOD2, TICAM1, TNF, TLR3",1193,32,18585,2.920945096,1,1,0.996396778
Cellular Component,GO:0005829,cytosol,378,25.31815137,0.051299625,"PI4K2B, TES, SERPINE2, TTLL10, GORAB, JPT2, IFIT5, CCP110, NTAQ1, ABCA12, IFIT1, NADSYN1, LIPA, IFIT3, MYLK, IFIT2, RPS6KA4, PREX2, GJA1, BAIAP2L1, RUSC1, PSMD5, DPYSL2, DPYSL3, WDR91, PIP4K2A, HOMER3, KIF21B, UBASH3A, CCN2, TNS3, IER3, GAMT, MEF2B, SFMBT2, KRT7, AFAP1, YOD1, PASK, MTHFD1, ARMC6, AKAP9, PSME2, PRKCQ, ALPK1, UBA52, PI4K2A, OPTN, IDO1, SKAP2, ASF1B, MTMR1, SLBP, STXBP2, KLK5, NEDD4L, WDR62, BRCC3, SKA2, RNF213, STK38L, SFN, FADD, KCNN4, MCTS1, GSDMD, CDT1, GSDMC, STARD13, GSTM1, PMM1, PLK2, MEIG1, XRCC3, LIF, RAB27A, NFATC1, NMI, PARP14, ELL3, CYLD, EHD2, POLA2, UCK2, PPFIBP1, HNRNPF, RGL1, FARSA, CDK14, CC2D1A, FBXL7, TP73, FANK1, BTG2, C2CD3, ELL, SPIN4, ARHGAP1, ADIRF, KRT23, KIF11, GLI2, WDR44, LIMD2, ARHGAP4, CHAF1B, MAP1LC3A, SH3PXD2A, CNTRL, RRP12, IKBKG, CC2D2A, IKBKE, ERMAP, BATF3, RMI2, ANXA1, RIPK3, IL15, GSTO1, IL18, AKR1A1, PAX6, EMP2, TYK2, RHOF, GMIP, SORCS2, PLAAT4, DYNLL2, PGM2L1, LRRC41, POU5F1, RNF168, RAP2C, RNF144B, IL1A, RNF169, KIF2A, PITPNM3, TUT1, RHOU, CACTIN, SGK1, PTMA, CRYAB, MGLL, RAPSN, ARHGEF5, CD44, PKN3, SYNPO2, NEDD9, HSPA14, RELA, PAPSS2, CENPC, TYMP, NT5E, SH3BGRL, MTHFD1L, CHN2, ALOX5, CAMK2N2, PLEKHG4B, USP1, PAK3, MBNL3, PAK2, CBR3, CDKN2D, UBL4A, MAP3K3, SVIL, CENPU, CDKN2B, MOCOS, AKR1C2, NR1H3, MYO9B, VWA3B, KRT10, SORBS1, RAB11B, PSMC3, STING1, ZDHHC9, NEDD4, CENPK, KRT14, AGBL2, TRIP10, PNPLA4, FAS, PLCD3, CRAT, SLC28A1, CAPS, SPC24, PRAG1, FMR1, UBE3A, AMOT, RNF19A, KHSRP, PIM1, CAPN2, SLC16A7, MAP3K5, GUCY1A2, CFAP418, NANOS3, DNAJB13, KAZN, CYS1, TICAM1, TUBA4A, KLHL42, MSH6, C1ORF116, SLFN11, CCNE2, FRMD8, MAP7D1, ELMO1, S100A6, TNIK, CARD16, S100A3, STEAP2, PHLDB2, DGKI, ISYNA1, NNMT, AKNA, FAM114A1, ARHGEF26, UBA6, MRI1, AK5, LPP, NPAS2, HRH1, SOCS1, PDZD2, IRAK1, ORC1, IRAK2, ALDH3B1, PMAIP1, MBP, RAB6A, SRGAP2, MAP2K7, MYH10, AP1M2, SEC16B, STIL, SMAD3, VDR, SMURF1, OSBPL3, TRAPPC5, ECD, HPS1, ARHGAP29, MSN, ASNS, TBCB, UBE2A, FBXO32, ADAP1, LOC102724560, SMAD6, LSM4, POU2F3, ARHGAP23, ADCY10, ARHGAP31, DLG1, RGCC, TUBGCP5, OGT, CIITA, RHOXF1, MCM7, WDR1, SCHIP1, PLEK, PTEN, HSPB1, TNFAIP3, RBM4, SENP5, CA2, H2BC21, NAPRT, CASP4, CASP1, ACP5, MAN1A1, ACP3, LRRFIP1, PGPEP1, HGFAC, CCDC50, SCYL1, KLF11, CHUK, VBP1, DHPS, ARHGEF18, C4ORF46, RAD23A, PEX1, IQCG, HAUS1, SMC1B, ACTA2, CCNA1, ALDH1A3, SETBP1, IRF1, OAS3, NOS1AP, IRF7, TNFRSF25, DNAJC9, BCAT1, DTL, PRTFDC1, BIRC2, ITGB3BP, RBMS3, BIRC3, TRIM56, PDXP, MLLT1, DENND3, NOD2, PPM1D, KRT86, NT5C2, NTN1, UACA, BARX2, NCALD, PSMB10, GNA13, PDLIM3, NWD1, HAUS8, TNKS2, HAUS7, TIFA, TNNI2, SLC25A20, GBP2, CRYM, FNIP2, GBP4, GBP3, AHNAK2, MAP1LC3B2, CABLES1, PTPN12, FBXL13, KLF4, DHODH, TSPAN15, PC, PPP2R2B, TNIP3, SPRY3, SPAG1, VIM, PDE7B, MYO1F",1242,5542,19595,1.076090879,1,0.795689924,0.785866592
Biological Process,GO:0007166,cell surface receptor signaling pathway,29,1.942397857,0.051820628,"CBLC, TNF, EGFR, MILR1, C5, EDNRB, ADGRG5, P2RY1, TNFSF10, CCL2, IL12RB2, IFNAR2, EDN1, ANXA1, EDN2, TNFSF14, ADGRA3, ADAP1, ADGRF2, ADGRF1, ADGRF4, ADGRF5, PECAM1, ADGRL1, TNFRSF25, IL17C, BIRC2, ADGRL2, BIRC3",1193,316,18585,1.429660891,1,1,0.996396778
Biological Process,GO:0050428,3'-phosphoadenosine 5'-phosphosulfate biosynthetic process,3,0.200937709,0.051859957,"SLC35B3, SLC26A2, PAPSS2",1193,6,18585,7.789186924,1,1,0.996396778
Biological Process,GO:0015862,uridine transport,3,0.200937709,0.051859957,"SLC28A2, SLC28A1, SLC28A3",1193,6,18585,7.789186924,1,1,0.996396778
Biological Process,GO:0045835,negative regulation of meiotic nuclear division,3,0.200937709,0.051859957,"DMRT1, LIF, FBXO43",1193,6,18585,7.789186924,1,1,0.996396778
Biological Process,GO:0030104,water homeostasis,3,0.200937709,0.051859957,"AQP9, NEDD4L, AQP4",1193,6,18585,7.789186924,1,1,0.996396778
Biological Process,GO:0002830,positive regulation of type 2 immune response,3,0.200937709,0.051859957,"CD74, NOD2, IDO1",1193,6,18585,7.789186924,1,1,0.996396778
Cellular Component,GO:0031410,cytoplasmic vesicle,29,1.942397857,0.054482818,"SLC1A3, DENND3, AOAH, AMOT, TMEM123, AP3M1, SOCS1, RUSC1, HAS2, MAN1A1, KIF21B, NRBF2, GBP2, RAB6A, AP1M2, SLC39A4, GBP4, GBP3, GBP5, CAV2, CAV1, MYOF, HPS1, MAP1LC3B2, EMP2, RHOF, ADGRF1, ADGRF5, PI4K2A",1242,321,19595,1.425333975,1,0.827457802,0.817242274
Biological Process,GO:0032728,positive regulation of interferon-beta production,7,0.468854655,0.055030082,"STING1, IRF1, OAS3, IRF7, TICAM1, TLR3, TRIM56",1193,43,18585,2.536014347,1,1,0.996396778
Molecular Function,GO:0015213,uridine transmembrane transporter activity,3,0.200937709,0.055155771,"SLC28A2, SLC28A1, SLC28A3",1207,6,18178,7.530240265,1,1,0.997734139
Molecular Function,GO:0004064,arylesterase activity,3,0.200937709,0.055155771,"CA2, PON2, PON1",1207,6,18178,7.530240265,1,1,0.997734139
Biological Process,GO:0008584,male gonad development,13,0.870730074,0.055265464,"AMHR2, BIK, INSR, GATA6, FANCA, ARID5B, GJA1, KITLG, NASP, TNFSF10, SOX9, TLR5, TLR3",1193,112,18585,1.808204107,1,1,0.996396778
Biological Process,GO:0050890,cognition,8,0.535833891,0.05594812,"NSUN5, FAM107A, ADORA1, HLA-DRA, SLC1A4, TNF, CBR3, STRA6",1193,54,18585,2.307907237,1,1,0.996396778
Biological Process,GO:0035567,non-canonical Wnt signaling pathway,5,0.334896182,0.056203929,"FZD1, FZD4, FRZB, FZD7, FZD10",1193,23,18585,3.38660301,1,1,0.996396778
Biological Process,GO:0060546,negative regulation of necroptotic process,5,0.334896182,0.056203929,"CAV1, FADD, BIRC2, MUTYH, BIRC3",1193,23,18585,3.38660301,1,1,0.996396778
Biological Process,GO:0019835,cytolysis,5,0.334896182,0.056203929,"GSDMB, C5, MMD, HMSD, MICB",1193,23,18585,3.38660301,1,1,0.996396778
Biological Process,GO:2000377,regulation of reactive oxygen species metabolic process,5,0.334896182,0.056203929,"PID1, BCO2, TNF, BIRC2, IER3",1193,23,18585,3.38660301,1,1,0.996396778
Biological Process,GO:0071498,cellular response to fluid shear stress,4,0.267916946,0.056312236,"TFPI2, HAS2, PTGS2, KLF2",1193,14,18585,4.450963956,1,1,0.996396778
Biological Process,GO:0060306,regulation of membrane repolarization,4,0.267916946,0.056312236,"ADCY10, AKAP9, NEDD4L, KCNJ2",1193,14,18585,4.450963956,1,1,0.996396778
Biological Process,GO:0032819,positive regulation of natural killer cell proliferation,4,0.267916946,0.056312236,"IL15, IL18, TYK2, IL12RB2",1193,14,18585,4.450963956,1,1,0.996396778
Biological Process,GO:0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,4,0.267916946,0.056312236,"HLA-DRA, HLA-DRB1, HLA-DQA1, HLA-DPA1",1193,14,18585,4.450963956,1,1,0.996396778
Biological Process,GO:0031069,hair follicle morphogenesis,6,0.401875419,0.057304191,"EXT1, FOXQ1, FST, GORAB, TP63, GLI2",1193,33,18585,2.832431609,1,1,0.996396778
Biological Process,GO:0032481,positive regulation of type I interferon production,6,0.401875419,0.057304191,"IRAK1, STING1, IRF1, IRF7, TICAM1, IKBKE",1193,33,18585,2.832431609,1,1,0.996396778
