"","ENSEMBL","ENTREZID","SYMBOL","TXCHROM"
"544","ENSG00000037757","84245","MRI1","chr19"
"545","ENSG00000037897","4234","METTL1","chr12"
"546","ENSG00000037965","3224","HOXC8","chr12"
"547","ENSG00000038002","175","AGA","chr4"
"548","ENSG00000038210","55300","PI4K2B","chr4"
"549","ENSG00000038219","259282","BOD1L1","chr4"
"550","ENSG00000038274","27430","MAT2B","chr5"
"551","ENSG00000038295","7092","TLL1","chr4"
"552","ENSG00000038358","23644","EDC4","chr16"
"553","ENSG00000038382","7204","TRIO","chr5"
"554","ENSG00000038427","1462","VCAN","chr5"
"555","ENSG00000038532","23274","CLEC16A","chr16"
"556","ENSG00000038945","4481","MSR1","chr8"
"557","ENSG00000039068","999","CDH1","chr16"
"558","ENSG00000039123","23517","MTREX","chr5"
"559","ENSG00000039139","1767","DNAH5","chr5"
"560","ENSG00000039319","9765","ZFYVE16","chr5"
"561","ENSG00000039523","79567","RIPOR1","chr16"
"562","ENSG00000039537","729","C6","chr5"
"563","ENSG00000039560","26064","RAI14","chr5"
"564","ENSG00000039600","11063","SOX30","chr5"
"565","ENSG00000039650","11284","PNKP","chr19"
"566","ENSG00000039987","54831","BEST2","chr19"
"567","ENSG00000040199","23035","PHLPP2","chr16"
"568","ENSG00000040275","54908","SPDL1","chr5"
"569","ENSG00000040341","27067","STAU2","chr8"
"570","ENSG00000040487","54896","SLC66A1","chr1"
"571","ENSG00000040531","1497","CTNS","chr17"
"572","ENSG00000040608","65078","RTN4R","chr22"
"573","ENSG00000040633","79142","PHF23","chr17"
"574","ENSG00000040731","1008","CDH10","chr5"
"575","ENSG00000040933","3631","INPP4A","chr2"
"576","ENSG00000041353","5874","RAB27B","chr18"
"577","ENSG00000041357","5685","PSMA4","chr15"
"578","ENSG00000041515","23026","MYO16","chr13"
"579","ENSG00000041802","55341","LSG1","chr3"
"580","ENSG00000041880","10039","PARP3","chr3"
"581","ENSG00000041982","3371","TNC","chr9"
"582","ENSG00000041988","90326","THAP3","chr1"
"583","ENSG00000042062","140876","RIPOR3","chr20"
"584","ENSG00000042088","55775","TDP1","chr14"
"585","ENSG00000042286","84883","AIFM2","chr10"
"586","ENSG00000042304","56918","C2orf83","chr2"
"587","ENSG00000042317","55812","SPATA7","chr14"
"588","ENSG00000042429","9440","MED17","chr11"
"589","ENSG00000042445","54884","RETSAT","chr2"
"590","ENSG00000042493","822","CAPG","chr2"
"591","ENSG00000042753","1175","AP2S1","chr19"
"592","ENSG00000042781","7399","USH2A","chr1"
"593","ENSG00000042813","11055","ZPBP","chr7"
"594","ENSG00000042832","7038","TG","chr8"
"595","ENSG00000042980","10863","ADAM28","chr8"
"596","ENSG00000043039","8538","BARX2","chr11"
"597","ENSG00000043093","54165","DCUN1D1","chr3"
"598","ENSG00000043143","23338","JADE2","chr5"
"599","ENSG00000043355","7546","ZIC2","chr13"
"600","ENSG00000043462","3937","LCP2","chr5"
"601","ENSG00000043514","54802","TRIT1","chr1"
"602","ENSG00000043591","153","ADRB1","chr10"
"603","ENSG00000044012","2981","GUCA2B","chr1"
"604","ENSG00000044090","9820","CUL7","chr6"
"605","ENSG00000044115","1495","CTNNA1","chr5"
"606","ENSG00000044446","5256","PHKA2","chrX"
"607","ENSG00000044459","54875","CNTLN","chr9"
"608","ENSG00000044524","2042","EPHA3","chr3"
"609","ENSG00000044574","3309","HSPA5","chr9"
"610","ENSG00000046604","1829","DSG2","chr18"
"611","ENSG00000046647","54960","GEMIN8","chrX"
"612","ENSG00000046651","8481","OFD1","chrX"
"613","ENSG00000046653","2824","GPM6B","chrX"
"614","ENSG00000046774","51438","MAGEC2","chrX"
"615","ENSG00000046889","80243","PREX2","chr8"
"616","ENSG00000047056","22884","WDR37","chr10"
"617","ENSG00000047188","64848","YTHDC2","chr5"
"618","ENSG00000047230","56474","CTPS2","chrX"
"619","ENSG00000047249","51606","ATP6V1H","chr8"
"620","ENSG00000047315","5431","POLR2B","chr4"
"621","ENSG00000047346","56204","ATOSA","chr15"
"622","ENSG00000047365","116984","ARAP2","chr4"
"623","ENSG00000047410","7175","TPR","chr1"
"624","ENSG00000047457","1356","CP","chr3"
"625","ENSG00000047578","23247","KATNIP","chr16"
"626","ENSG00000047579","84062","DTNBP1","chr6"
"627","ENSG00000047597","7504","XK","chrX"
"628","ENSG00000047617","57101","ANO2","chr12"
"629","ENSG00000047621","57102","C12orf4","chr12"
"630","ENSG00000047634","6322","SCML1","chrX"
"631","ENSG00000047644","55841","WWC3","chrX"
"632","ENSG00000047648","395","ARHGAP6","chrX"
"633","ENSG00000047662","27146","FAM184B","chr4"
"634","ENSG00000047849","4134","MAP4","chr3"
"635","ENSG00000047932","57120","GOPC","chr6"
"636","ENSG00000047936","6098","ROS1","chr6"
"637","ENSG00000048028","57646","USP28","chr11"
"638","ENSG00000048052","9734","HDAC9","chr7"
"639","ENSG00000048140","26262","TSPAN17","chr5"
"640","ENSG00000048162","51491","NOP16","chr5"
"641","ENSG00000048342","57545","CC2D2A","chr4"
"642","ENSG00000048392","50484","RRM2B","chr8"
"643","ENSG00000048405","168850","ZNF800","chr7"
"644","ENSG00000048462","608","TNFRSF17","chr16"
"645","ENSG00000048471","92017","SNX29","chr16"
"646","ENSG00000048540","55885","LMO3","chr12"
"647","ENSG00000048544","55173","MRPS10","chr6"
"648","ENSG00000048545","2978","GUCA1A","chr6"
"649","ENSG00000048649","51773","RSF1","chr11"
"650","ENSG00000048707","55187","VPS13D","chr1"
"651","ENSG00000048740","10659","CELF2","chr10"
"652","ENSG00000048828","23196","FAM120A","chr9"
"653","ENSG00000048991","23518","R3HDM1","chr2"
"654","ENSG00000049089","1298","COL9A2","chr1"
"655","ENSG00000049130","4254","KITLG","chr12"
"656","ENSG00000049167","1161","ERCC8","chr5"
"657","ENSG00000049192","11174","ADAMTS6","chr5"
"658","ENSG00000049239","9563","H6PD","chr1"
"659","ENSG00000049245","9341","VAMP3","chr1"
"660","ENSG00000049246","8863","PER3","chr1"
"661","ENSG00000049247","10911","UTS2","chr1"
"662","ENSG00000049249","3604","TNFRSF9","chr1"
"663","ENSG00000049283","55040","EPN3","chr17"
"664","ENSG00000049323","4052","LTBP1","chr2"
"665","ENSG00000049449","5954","RCN1","chr11"
"666","ENSG00000049540","2006","ELN","chr7"
"667","ENSG00000049541","5982","RFC2","chr7"
"668","ENSG00000049618","57492","ARID1B","chr6"
"669","ENSG00000049656","81037","CLPTM1L","chr5"
"670","ENSG00000049759","23327","NEDD4L","chr18"
"671","ENSG00000049768","50943","FOXP3","chrX"
"672","ENSG00000049769","89801","PPP1R3F","chrX"
"673","ENSG00000049860","3074","HEXB","chr5"
"674","ENSG00000049883","79810","PTCD2","chr5"
"675","ENSG00000050030","340533","NEXMIF","chrX"
"676","ENSG00000050130","51528","JKAMP","chr14"
"677","ENSG00000050165","27122","DKK3","chr11"
"678","ENSG00000050327","7984","ARHGEF5","chr7"
"679","ENSG00000050344","9603","NFE2L3","chr7"
"680","ENSG00000050393","63933","MCUR1","chr6"
"681","ENSG00000050405","51474","LIMA1","chr12"
"682","ENSG00000050426","25875","LETMD1","chr12"
"683","ENSG00000050438","9498","SLC4A8","chr12"
"684","ENSG00000050555","10319","LAMC3","chr9"
"685","ENSG00000050628","5733","PTGER3","chr1"
"686","ENSG00000050730","79931","TNIP3","chr4"
"687","ENSG00000050748","5601","MAPK9","chr5"
"688","ENSG00000050767","91522","COL23A1","chr5"
"689","ENSG00000050820","9564","BCAR1","chr16"
"690","ENSG00000051009","84067","FHIP1B","chr11"
"691","ENSG00000051108","9709","HERPUD1","chr16"
"692","ENSG00000051128","9454","HOMER3","chr19"
"693","ENSG00000051180","5888","RAD51","chr15"
"694","ENSG00000051341","10721","POLQ","chr3"
"695","ENSG00000051382","5291","PIK3CB","chr3"
"696","ENSG00000051523","1535","CYBA","chr16"
"697","ENSG00000051596","84321","THOC3","chr5"
"698","ENSG00000051620","23593","HEBP2","chr6"
"699","ENSG00000051825","10198","MPHOSPH9","chr12"
"700","ENSG00000052126","54477","PLEKHA5","chr12"
"701","ENSG00000052344","5652","PRSS8","chr16"
"702","ENSG00000052723","80143","SIKE1","chr1"
"703","ENSG00000052749","23223","RRP12","chr10"
"704","ENSG00000052795","57600","FNIP2","chr4"
"705","ENSG00000052802","6307","MSMO1","chr4"
"706","ENSG00000052841","55761","TTC17","chr11"
"707","ENSG00000052850","60529","ALX4","chr11"
"708","ENSG00000053108","23105","FSTL4","chr5"
"709","ENSG00000053254","1112","FOXN3","chr14"
"710","ENSG00000053328","728464","METTL24","chr6"
"711","ENSG00000053371","8574","AKR7A2","chr1"
"712","ENSG00000053372","51154","MRTO4","chr1"
"713","ENSG00000053438","4826","NNAT","chr20"
"714","ENSG00000053501","55850","USE1","chr19"
"715","ENSG00000053524","23101","MCF2L2","chr3"
"716","ENSG00000053702","83714","NRIP2","chr12"
"717","ENSG00000053747","3909","LAMA3","chr18"
"718","ENSG00000053770","55745","AP5M1","chr14"
"719","ENSG00000053900","29945","ANAPC4","chr4"
"720","ENSG00000053918","3784","KCNQ1","chr11"
"721","ENSG00000054116","27095","TRAPPC3","chr1"
"722","ENSG00000054118","9967","THRAP3","chr1"
"723","ENSG00000054148","29085","PHPT1","chr9"
"724","ENSG00000054179","954","ENTPD2","chr9"
"725","ENSG00000054219","4065","LY75","chr2"
"726","ENSG00000054267","51742","ARID4B","chr1"
"727","ENSG00000054277","23596","OPN3","chr1"
"728","ENSG00000054282","10806","SDCCAG8","chr1"
"729","ENSG00000054356","5798","PTPRN","chr2"
"730","ENSG00000054392","55733","HHAT","chr1"
"731","ENSG00000054523","23095","KIF1B","chr1"
"732","ENSG00000054598","2296","FOXC1","chr6"
"733","ENSG00000054611","25771","TBC1D22A","chr22"
"734","ENSG00000054654","23224","SYNE2","chr14"
"735","ENSG00000054690","57475","PLEKHH1","chr14"
"736","ENSG00000054793","10079","ATP9A","chr20"
"737","ENSG00000054796","23626","SPO11","chr20"
"738","ENSG00000054803","140689","CBLN4","chr20"
"739","ENSG00000054938","25884","CHRDL2","chr11"
"740","ENSG00000054965","23201","FAM168A","chr11"
"741","ENSG00000054967","84957","RELT","chr11"
"742","ENSG00000054983","2581","GALC","chr14"
"743","ENSG00000055044","51602","NOP58","chr2"
"744","ENSG00000055070","26099","SZRD1","chr1"
"745","ENSG00000055118","3757","KCNH2","chr7"
"746","ENSG00000055130","8454","CUL1","chr7"
"747","ENSG00000055147","10827","FAM114A2","chr5"
"748","ENSG00000055163","26999","CYFIP2","chr5"
"749","ENSG00000055208","23118","TAB2","chr6"
"750","ENSG00000055211","116254","GINM1","chr6"
"751","ENSG00000055332","5610","EIF2AK2","chr2"
"752","ENSG00000055483","57602","USP36","chr17"
"753","ENSG00000055609","58508","KMT2C","chr7"
"754","ENSG00000055732","55283","MCOLN3","chr1"
"755","ENSG00000055813","114800","CCDC85A","chr2"
"756","ENSG00000055917","23369","PUM2","chr2"
"757","ENSG00000055950","84545","MRPL43","chr10"
"758","ENSG00000055955","3700","ITIH4","chr3"
"759","ENSG00000055957","3697","ITIH1","chr3"
"760","ENSG00000056050","54969","HPF1","chr4"
"761","ENSG00000056097","51663","ZFR","chr5"
"762","ENSG00000056277","55609","ZNF280C","chrX"
"763","ENSG00000056291","10886","NPFFR2","chr4"
"764","ENSG00000056487","112885","PHF21B","chr22"
"765","ENSG00000056558","7185","TRAF1","chr9"
"766","ENSG00000056586","54542","RC3H2","chr9"
"767","ENSG00000056736","55540","IL17RB","chr3"
"768","ENSG00000056972","10758","TRAF3IP2","chr6"
"769","ENSG00000056998","8908","GYG2","chrX"
"770","ENSG00000057019","131566","DCBLD2","chr3"
"771","ENSG00000057149","6317","SERPINB3","chr18"
"772","ENSG00000057252","6646","SOAT1","chr1"
"773","ENSG00000057294","5318","PKP2","chr12"
"774","ENSG00000057468","4438","MSH4","chr1"
"775","ENSG00000057593","2155","F7","chr13"
"776","ENSG00000057608","2665","GDI2","chr10"
"777","ENSG00000057657","639","PRDM1","chr6"
"778","ENSG00000057663","9474","ATG5","chr6"
"779","ENSG00000057704","57458","TMCC3","chr12"
"780","ENSG00000057757","57095","PITHD1","chr1"
"781","ENSG00000057935","57504","MTA3","chr2"
"782","ENSG00000058056","8975","USP13","chr3"
"783","ENSG00000058063","23200","ATP11B","chr3"
"784","ENSG00000058085","3918","LAMC2","chr1"
"785","ENSG00000058091","5218","CDK14","chr7"
"786","ENSG00000058262","29927","SEC61A1","chr3"
"787","ENSG00000058272","4659","PPP1R12A","chr12"
"788","ENSG00000058335","5923","RASGRF1","chr15"
"789","ENSG00000058404","816","CAMK2B","chr7"
"790","ENSG00000058453","9696","CROCC","chr1"
"791","ENSG00000058600","55718","POLR3E","chr16"
"792","ENSG00000058668","493","ATP2B4","chr1"
"793","ENSG00000058673","9877","ZC3H11A","chr1"
"794","ENSG00000058729","55781","RIOK2","chr5"
"795","ENSG00000058799","54432","YIPF1","chr1"
"796","ENSG00000058804","55706","NDC1","chr1"
"797","ENSG00000058866","1608","DGKG","chr3"
"798","ENSG00000059122","84256","FLYWCH1","chr16"
"799","ENSG00000059145","64718","UNKL","chr16"
"800","ENSG00000059377","6916","TBXAS1","chr7"
"801","ENSG00000059378","64761","PARP12","chr7"
"802","ENSG00000059573","5832","ALDH18A1","chr10"
"803","ENSG00000059588","6894","TARBP1","chr1"
"804","ENSG00000059691","5188","GATB","chr4"
"805","ENSG00000059728","4084","MXD1","chr2"
"806","ENSG00000059758","5128","CDK17","chr12"
"807","ENSG00000059769","548645","DNAJC25","chr9"
"808","ENSG00000059804","6515","SLC2A3","chr12"
"809","ENSG00000059915","5662","PSD","chr10"
"810","ENSG00000060069","9150","CTDP1","chr18"
"811","ENSG00000060138","8531","YBX3","chr12"
"812","ENSG00000060140","55359","STYK1","chr12"
"813","ENSG00000060237","65125","WNK1","chr12"
"814","ENSG00000060303","442216","RPS17P5",NA
"815","ENSG00000060339","55749","CCAR1","chr10"
"816","ENSG00000060491","11054","OGFR","chr20"
"817","ENSG00000060558","2769","GNA15","chr19"
"818","ENSG00000060566","84699","CREB3L3","chr19"
"819","ENSG00000060642","55650","PIGV","chr1"
"820","ENSG00000060656","10076","PTPRU","chr1"
"821","ENSG00000060688","9410","SNRNP40","chr1"
"822","ENSG00000060709","23504","RIMBP2","chr12"
"823","ENSG00000060718","1301","COL11A1","chr1"
"824","ENSG00000060749","79832","QSER1","chr11"
"825","ENSG00000060762","51660","MPC1","chr6"
"826","ENSG00000060971","30","ACAA1","chr3"
"827","ENSG00000060982","586","BCAT1","chr12"
"828","ENSG00000061273","51564","HDAC7","chr12"
"829","ENSG00000061337","11178","LZTS1","chr8"
"830","ENSG00000061455","93166","PRDM6","chr5"
"831","ENSG00000061492","7478","WNT8A","chr5"
"832","ENSG00000061656","6676","SPAG4","chr20"
"833","ENSG00000061676","10787","NCKAP1","chr2"
"834","ENSG00000061794","60488","MRPS35","chr12"
"835","ENSG00000061918","2983","GUCY1B1","chr4"
"836","ENSG00000061936","6433","SFSWAP","chr12"
"837","ENSG00000061938","10188","TNK2","chr3"
"838","ENSG00000061987","23041","MON2","chr12"
"839","ENSG00000062038","1001","CDH3","chr16"
"840","ENSG00000062096","416","ARSF","chrX"
"841","ENSG00000062194","65056","GPBP1","chr5"
"842","ENSG00000062282","84649","DGAT2","chr11"
"843","ENSG00000062370","7771","ZNF112","chr19"
"844","ENSG00000062485","1431","CS","chr12"
"845","ENSG00000062524","4058","LTK","chr15"
"846","ENSG00000062582","64951","MRPS24","chr7"
"847","ENSG00000062598","63916","ELMO2","chr20"
"848","ENSG00000062650","23063","WAPL","chr10"
"849","ENSG00000062716","81671","VMP1","chr17"
"850","ENSG00000062725","10513","APPBP2","chr17"
"851","ENSG00000062822","5424","POLD1","chr19"
"852","ENSG00000063015","124925","SEZ6","chr17"
"853","ENSG00000063046","1975","EIF4B","chr12"
"854","ENSG00000063127","28968","SLC6A16","chr19"
"855","ENSG00000063169","29998","BICRA","chr19"
"856","ENSG00000063176","56848","SPHK2","chr19"
"857","ENSG00000063177","6141","RPL18","chr19"
"858","ENSG00000063180","770","CA11","chr19"
"859","ENSG00000063241","79763","ISOC2","chr19"
"860","ENSG00000063244","11338","U2AF2","chr19"
"861","ENSG00000063245","29924","EPN1","chr19"
"862","ENSG00000063322","55588","MED29","chr19"
"863","ENSG00000063438","57491","AHRR","chr5"
"864","ENSG00000063515","2928","GSC2","chr22"
"865","ENSG00000063587","105373378","LOC105373378",NA
"867","ENSG00000063601","8776","MTMR1","chrX"
"868","ENSG00000063660","2817","GPC1","chr2"
"869","ENSG00000063761","57143","ADCK1","chr14"
"870","ENSG00000063854","3029","HAGH","chr16"
"871","ENSG00000063978","6047","RNF4","chr4"
"872","ENSG00000064012","841","CASP8","chr2"
"873","ENSG00000064042","22998","LIMCH1","chr4"
"874","ENSG00000064102","55726","INTS13","chr12"
"875","ENSG00000064115","51768","TM7SF3","chr12"
"876","ENSG00000064195","1747","DLX3","chr17"
"877","ENSG00000064199","53340","SPA17","chr11"
"878","ENSG00000064201","10077","TSPAN32","chr11"
"879","ENSG00000064205","8839","CCN5","chr20"
"880","ENSG00000064218","58524","DMRT3","chr9"
"881","ENSG00000064225","10402","ST3GAL6","chr3"
"882","ENSG00000064270","9914","ATP2C2","chr16"
"883","ENSG00000064300","4804","NGFR","chr17"
"884","ENSG00000064309","50937","CDON","chr11"
"885","ENSG00000064313","6873","TAF2","chr8"
"886","ENSG00000064393","28996","HIPK2","chr7"
"887","ENSG00000064419","23534","TNPO3","chr7"
"889","ENSG00000064490","8625","RFXANK","chr19"
"890","ENSG00000064545","54929","TMEM161A","chr19"
"891","ENSG00000064547","9170","LPAR2","chr19"
"892","ENSG00000064601","5476","CTSA","chr20"
"893","ENSG00000064607","10147","SUGP2","chr19"
"894","ENSG00000064651","6558","SLC12A2","chr5"
"895","ENSG00000064652","28966","SNX24","chr5"
"896","ENSG00000064655","2139","EYA2","chr20"
"897","ENSG00000064666","1265","CNN2","chr19"
"898","ENSG00000064687","10347","ABCA7","chr19"
"899","ENSG00000064692","9627","SNCAIP","chr5"
"900","ENSG00000064703","11218","DDX20","chr1"
"901","ENSG00000064726","53339","BTBD1","chr15"
"902","ENSG00000064763","55711","FAR2","chr12"
"903","ENSG00000064787","8537","BCAS1","chr20"
"904","ENSG00000064835","5449","POU1F1","chr3"
"905","ENSG00000064886","1117","CHI3L2","chr1"
"906","ENSG00000064932","22904","SBNO2","chr19"
"907","ENSG00000064933","5378","PMS1","chr2"
"908","ENSG00000064961","10362","HMG20B","chr19"
"909","ENSG00000064989","10203","CALCRL","chr2"
"910","ENSG00000064995","6882","TAF11","chr6"
"911","ENSG00000064999","23294","ANKS1A","chr6"
"912","ENSG00000065000","8943","AP3D1","chr19"
"913","ENSG00000065029","7629","ZNF76","chr6"
"914","ENSG00000065054","9351","SLC9A3R2","chr16"
"915","ENSG00000065057","4913","NTHL1","chr16"
"916","ENSG00000065060","54887","BLTP3A","chr6"
"917","ENSG00000065135","2773","GNAI3","chr1"
"918","ENSG00000065150","3843","IPO5","chr13"
"919","ENSG00000065154","4942","OAT","chr10"
"920","ENSG00000065183","10885","WDR3","chr1"
"921","ENSG00000065243","5586","PKN2","chr1"
"922","ENSG00000065268","57418","WDR18","chr19"
"923","ENSG00000065308","9697","TRAM2","chr6"
"924","ENSG00000065320","9423","NTN1","chr17"
"925","ENSG00000065325","9340","GLP2R","chr17"
"926","ENSG00000065328","55388","MCM10","chr10"
"927","ENSG00000065357","1606","DGKA","chr12"
"928","ENSG00000065361","2065","ERBB3","chr12"
"929","ENSG00000065371","54763","ROPN1","chr3"
"930","ENSG00000065413","91526","ANKRD44","chr2"
"931","ENSG00000065427","3735","KARS1","chr16"
"932","ENSG00000065457","23536","ADAT1","chr16"
"933","ENSG00000065485","10954","PDIA5","chr3"
"934","ENSG00000065491","55633","TBC1D22B","chr6"
"935","ENSG00000065518","4710","NDUFB4","chr3"
"936","ENSG00000065526","23013","SPEN","chr1"
"937","ENSG00000065534","4638","MYLK","chr3"
"938","ENSG00000065548","55854","ZC3H15","chr2"
"939","ENSG00000065559","6416","MAP2K4","chr17"
"940","ENSG00000065600","55248","PACC1","chr1"
"941","ENSG00000065609","9892","SNAP91","chr6"
"942","ENSG00000065613","9748","SLK","chr10"
"943","ENSG00000065615","51167","CYB5R4","chr6"
"944","ENSG00000065618","1308","COL17A1","chr10"
"945","ENSG00000065621","119391","GSTO2","chr10"
"946","ENSG00000065665","55176","SEC61A2","chr10"
"947","ENSG00000065675","5588","PRKCQ","chr10"
"948","ENSG00000065717","7089","TLE2","chr19"
"949","ENSG00000065802","51665","ASB1","chr2"
"950","ENSG00000065809","83641","FAM107B","chr10"
"951","ENSG00000065833","4199","ME1","chr6"
"952","ENSG00000065882","23216","TBC1D1","chr4"
"953","ENSG00000065883","8621","CDK13","chr7"
"954","ENSG00000065911","10797","MTHFD2","chr2"
"955","ENSG00000065923","84679","SLC9A7","chrX"
"956","ENSG00000065970","55810","FOXJ2","chr12"
"957","ENSG00000065978","4904","YBX1","chr1"
"958","ENSG00000065989","5141","PDE4A","chr19"
"959","ENSG00000066027","5525","PPP2R5A","chr1"
"960","ENSG00000066032","1496","CTNNA2","chr2"
"961","ENSG00000066044","1994","ELAVL1","chr19"
